AREA,AREA_TITLE,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,"139,099,570",0.1,,,,27.07,"56,310",0.1,10.97,13.95,20.17,32.41,50.99,"22,810","29,020","41,950","67,410","106,050",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-0000,Management Occupations,major,"7,947,300",0.2,,,,60.81,"126,480",0.2,24.84,35.70,52.77,76.71,#,"51,670","74,250","109,760","159,550",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-1000,Top Executives,minor,"2,601,070",0.4,,,,62.46,"129,920",0.2,21.41,32.57,51.05,80.73,#,"44,530","67,740","106,180","167,930",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-1010,Chief Executives,broad,"202,360",1.0,,,,95.12,"197,840",0.5,30.18,55.06,89.40,#,#,"62,780","114,530","185,950",#,#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-1011,Chief Executives,detailed,"202,360",1.0,,,,95.12,"197,840",0.5,30.18,55.06,89.40,#,#,"62,780","114,530","185,950",#,#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-1020,General and Operations Managers,broad,"2,347,420",0.4,,,,60.45,"125,740",0.2,22.04,32.43,49.83,77.49,#,"45,850","67,450","103,650","161,190",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-1021,General and Operations Managers,detailed,"2,347,420",0.4,,,,60.45,"125,740",0.2,22.04,32.43,49.83,77.49,#,"45,850","67,450","103,650","161,190",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-1030,Legislators,broad,"51,290",2.5,,,,*,"53,560",1.6,*,*,*,*,*,"18,120","19,790","33,200","83,780","105,100",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-1031,Legislators,detailed,"51,290",2.5,,,,*,"53,560",1.6,*,*,*,*,*,"18,120","19,790","33,200","83,780","105,100",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-2000,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",minor,"763,970",0.6,,,,71.51,"148,740",0.3,32.44,44.97,64.48,89.26,#,"67,480","93,540","134,120","185,660",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-2010,Advertising and Promotions Managers,broad,"22,490",3.2,,,,70.94,"147,560",1.4,33.14,44.19,64.16,87.40,#,"68,940","91,910","133,460","181,800",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-2011,Advertising and Promotions Managers,detailed,"22,490",3.2,,,,70.94,"147,560",1.4,33.14,44.19,64.16,87.40,#,"68,940","91,910","133,460","181,800",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-2020,Marketing and Sales Managers,broad,"660,380",0.6,,,,72.31,"150,400",0.3,32.47,45.59,65.55,90.42,#,"67,540","94,830","136,350","188,080",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-2021,Marketing Managers,detailed,"270,200",1.0,,,,74.27,"154,470",0.4,35.88,48.89,68.35,92.19,#,"74,620","101,690","142,170","191,760",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-2022,Sales Managers,detailed,"390,170",0.7,,,,70.95,"147,580",0.3,30.37,43.14,63.60,89.04,#,"63,170","89,720","132,290","185,200",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-2030,Public Relations and Fundraising Managers,broad,"81,110",1.4,,,,65.18,"135,580",0.8,32.09,41.56,56.94,79.49,#,"66,740","86,440","118,430","165,340",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-2030,Public Relations and Fundraising Managers,detailed,"81,110",1.4,,,,65.18,"135,580",0.8,32.09,41.56,56.94,79.49,#,"66,740","86,440","118,430","165,340",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3000,Operations Specialties Managers,minor,"2,012,370",0.3,,,,66.63,"138,590",0.2,33.00,43.79,60.12,81.00,#,"68,640","91,070","125,040","168,480",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3010,Administrative Services and Facilities Managers,broad,"307,620",0.6,,,,51.98,"108,120",0.3,26.96,35.41,47.54,62.95,81.70,"56,080","73,650","98,890","130,930","169,930",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3010,Administrative Services and Facilities Managers,detailed,"307,620",0.6,,,,51.98,"108,120",0.3,26.96,35.41,47.54,62.95,81.70,"56,080","73,650","98,890","130,930","169,930",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3020,Computer and Information Systems Managers,broad,"457,290",0.7,,,,77.76,"161,730",0.3,43.48,56.25,72.67,92.05,#,"90,430","116,990","151,150","191,470",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3021,Computer and Information Systems Managers,detailed,"457,290",0.7,,,,77.76,"161,730",0.3,43.48,56.25,72.67,92.05,#,"90,430","116,990","151,150","191,470",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3030,Financial Managers,broad,"653,080",0.5,,,,72.84,"151,510",0.3,34.05,46.04,64.51,89.44,#,"70,830","95,770","134,180","186,030",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3031,Financial Managers,detailed,"653,080",0.5,,,,72.84,"151,510",0.3,34.05,46.04,64.51,89.44,#,"70,830","95,770","134,180","186,030",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3050,Industrial Production Managers,broad,"179,570",0.8,,,,56.82,"118,190",0.3,32.26,40.86,52.30,67.93,87.12,"67,100","84,990","108,790","141,290","181,220",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3051,Industrial Production Managers,detailed,"179,570",0.8,,,,56.82,"118,190",0.3,32.26,40.86,52.30,67.93,87.12,"67,100","84,990","108,790","141,290","181,220",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3060,Purchasing Managers,broad,"70,960",0.9,,,,63.78,"132,660",0.4,35.85,46.35,60.55,76.04,95.01,"74,570","96,400","125,940","158,160","197,630",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3061,Purchasing Managers,detailed,"70,960",0.9,,,,63.78,"132,660",0.4,35.85,46.35,60.55,76.04,95.01,"74,570","96,400","125,940","158,160","197,630",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3070,"Transportation, Storage, and Distribution Managers",broad,"132,210",1.0,,,,50.53,"105,100",0.4,27.39,35.43,46.34,60.85,78.91,"56,970","73,700","96,390","126,560","164,140",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3071,"Transportation, Storage, and Distribution Managers",detailed,"132,210",1.0,,,,50.53,"105,100",0.4,27.39,35.43,46.34,60.85,78.91,"56,970","73,700","96,390","126,560","164,140",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3110,Compensation and Benefits Managers,broad,"16,340",2.1,,,,65.94,"137,160",1.0,34.10,44.96,60.16,81.01,#,"70,920","93,510","125,130","168,500",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3111,Compensation and Benefits Managers,detailed,"16,340",2.1,,,,65.94,"137,160",1.0,34.10,44.96,60.16,81.01,#,"70,920","93,510","125,130","168,500",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3120,Human Resources Managers,broad,"156,600",0.6,,,,64.70,"134,580",0.3,34.22,44.10,58.28,78.23,#,"71,180","91,730","121,220","162,720",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3121,Human Resources Managers,detailed,"156,600",0.6,,,,64.70,"134,580",0.3,34.22,44.10,58.28,78.23,#,"71,180","91,730","121,220","162,720",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3130,Training and Development Managers,broad,"38,710",1.3,,,,60.54,"125,920",0.5,31.86,41.74,55.60,74.58,96.25,"66,270","86,820","115,640","155,120","200,210",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3131,Training and Development Managers,detailed,"38,710",1.3,,,,60.54,"125,920",0.5,31.86,41.74,55.60,74.58,96.25,"66,270","86,820","115,640","155,120","200,210",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9000,Other Management Occupations,minor,"2,569,880",0.3,,,,51.40,"106,910",0.2,22.29,31.50,45.76,64.36,86.41,"46,370","65,510","95,180","133,870","179,730",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9010,"Farmers, Ranchers, and Other Agricultural Managers",broad,"5,670",13.5,,,,36.93,"76,810",6.2,16.87,20.60,32.73,46.63,62.86,"35,090","42,850","68,090","96,980","130,760",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",detailed,"5,670",13.5,,,,36.93,"76,810",6.2,16.87,20.60,32.73,46.63,62.86,"35,090","42,850","68,090","96,980","130,760",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9020,Construction Managers,broad,"285,640",1.0,,,,51.57,"107,260",0.5,27.35,35.32,46.72,61.95,81.28,"56,880","73,460","97,180","128,860","169,070",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9021,Construction Managers,detailed,"285,640",1.0,,,,51.57,"107,260",0.5,27.35,35.32,46.72,61.95,81.28,"56,880","73,460","97,180","128,860","169,070",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9030,Education and Childcare Administrators,broad,"493,350",0.6,,,,48.64,"101,160",0.5,24.83,33.72,44.94,59.48,76.94,"51,650","70,140","93,470","123,710","160,030",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9031,"Education and Childcare Administrators, Preschool and Daycare",detailed,"46,410",2.1,,,,26.41,"54,940",1.2,15.09,18.27,23.63,30.54,41.36,"31,380","38,000","49,160","63,520","86,040",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9032,"Education Administrators, Kindergarten through Secondary",detailed,"262,480",0.8,,,,*,"103,010",0.6,*,*,*,*,*,"65,150","78,560","98,490","124,380","152,500",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9033,"Education Administrators, Postsecondary",detailed,"140,880",1.2,,,,55.38,"115,200",0.8,27.07,34.63,46.87,66.94,95.87,"56,310","72,030","97,500","139,220","199,400",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9039,"Education Administrators, All Other",detailed,"43,580",2.5,,,,45.11,"93,830",0.8,22.94,30.33,42.11,56.57,70.59,"47,710","63,090","87,580","117,670","146,820",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9040,Architectural and Engineering Managers,broad,"195,900",1.2,,,,76.01,"158,100",0.5,45.82,57.36,71.89,89.07,#,"95,310","119,310","149,530","185,270",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9041,Architectural and Engineering Managers,detailed,"195,900",1.2,,,,76.01,"158,100",0.5,45.82,57.36,71.89,89.07,#,"95,310","119,310","149,530","185,270",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9050,Food Service Managers,broad,"197,010",1.3,,,,29.33,"61,000",0.6,16.29,20.95,27.21,35.25,45.56,"33,880","43,580","56,590","73,330","94,770",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9051,Food Service Managers,detailed,"197,010",1.3,,,,29.33,"61,000",0.6,16.29,20.95,27.21,35.25,45.56,"33,880","43,580","56,590","73,330","94,770",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9071,Gambling Managers,detailed,"3,240",3.9,,,,41.08,"85,440",1.2,22.37,28.19,36.28,47.77,67.15,"46,540","58,640","75,470","99,350","139,680",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9080,Lodging Managers,broad,"31,790",3.0,,,,31.38,"65,270",1.3,15.86,20.40,27.25,36.86,51.95,"32,980","42,430","56,670","76,660","108,060",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9081,Lodging Managers,detailed,"31,790",3.0,,,,31.38,"65,270",1.3,15.86,20.40,27.25,36.86,51.95,"32,980","42,430","56,670","76,660","108,060",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9110,Medical and Health Services Managers,broad,"402,540",0.7,,,,57.12,"118,800",0.4,28.84,37.90,50.13,67.14,94.05,"59,980","78,820","104,280","139,650","195,630",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9111,Medical and Health Services Managers,detailed,"402,540",0.7,,,,57.12,"118,800",0.4,28.84,37.90,50.13,67.14,94.05,"59,980","78,820","104,280","139,650","195,630",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9120,Natural Sciences Managers,broad,"75,870",4.9,,,,74.49,"154,930",1.9,34.33,48.92,66.32,91.35,#,"71,400","101,750","137,940","190,000",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9121,Natural Sciences Managers,detailed,"75,870",4.9,,,,74.49,"154,930",1.9,34.33,48.92,66.32,91.35,#,"71,400","101,750","137,940","190,000",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9130,Postmasters and Mail Superintendents,broad,"13,880",0.3,,,,38.30,"79,660",0.1,31.90,34.46,37.53,42.33,46.32,"66,360","71,690","78,060","88,040","96,350",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9131,Postmasters and Mail Superintendents,detailed,"13,880",0.3,,,,38.30,"79,660",0.1,31.90,34.46,37.53,42.33,46.32,"66,360","71,690","78,060","88,040","96,350",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9140,"Property, Real Estate, and Community Association Managers",broad,"219,800",1.4,,,,35.20,"73,210",1.0,15.06,20.35,28.68,41.50,64.70,"31,330","42,330","59,660","86,320","134,570",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9141,"Property, Real Estate, and Community Association Managers",detailed,"219,800",1.4,,,,35.20,"73,210",1.0,15.06,20.35,28.68,41.50,64.70,"31,330","42,330","59,660","86,320","134,570",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9150,Social and Community Service Managers,broad,"155,800",1.5,,,,36.13,"75,140",0.6,20.30,25.90,33.46,43.57,55.67,"42,230","53,880","69,600","90,630","115,800",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9151,Social and Community Service Managers,detailed,"155,800",1.5,,,,36.13,"75,140",0.6,20.30,25.90,33.46,43.57,55.67,"42,230","53,880","69,600","90,630","115,800",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9160,Emergency Management Directors,broad,"10,210",1.5,,,,40.53,"84,310",0.9,20.30,26.76,36.66,50.42,68.69,"42,230","55,660","76,250","104,880","142,870",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9161,Emergency Management Directors,detailed,"10,210",1.5,,,,40.53,"84,310",0.9,20.30,26.76,36.66,50.42,68.69,"42,230","55,660","76,250","104,880","142,870",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9171,Funeral Home Managers,detailed,"10,010",3.9,,,,44.01,"91,530",4.0,20.67,26.63,35.67,51.09,75.45,"42,990","55,400","74,200","106,260","156,940",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9198,"Personal Service Managers, All Other; Entertainment and Recreation Managers, Except Gambling; and Managers, All Other",detailed,"469,160",0.6,,,,59.61,"123,980",0.3,27.08,39.14,55.94,73.88,94.84,"56,330","81,410","116,350","153,670","197,270",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-0000,Business and Financial Operations Occupations,major,"8,387,490",0.2,,,,38.79,"80,680",0.2,19.38,25.74,34.73,47.31,62.68,"40,310","53,550","72,250","98,390","130,380",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1000,Business Operations Specialists,minor,"5,632,020",0.3,,,,37.66,"78,320",0.2,19.00,25.38,34.35,46.68,60.88,"39,510","52,800","71,450","97,100","126,620",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1010,"Agents and Business Managers of Artists, Performers, and Athletes",broad,"16,240",6.9,,,,47.15,"98,070",4.7,17.23,25.54,36.26,58.66,91.59,"35,840","53,130","75,420","122,010","190,500",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",detailed,"16,240",6.9,,,,47.15,"98,070",4.7,17.23,25.54,36.26,58.66,91.59,"35,840","53,130","75,420","122,010","190,500",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1020,Buyers and Purchasing Agents,broad,"419,920",0.7,,,,34.80,"72,370",0.3,19.14,24.44,32.06,42.60,53.93,"39,810","50,840","66,690","88,600","112,170",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1020,Buyers and Purchasing Agents,detailed,"419,920",0.7,,,,34.80,"72,370",0.3,19.14,24.44,32.06,42.60,53.93,"39,810","50,840","66,690","88,600","112,170",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1030,"Claims Adjusters, Appraisers, Examiners, and Investigators",broad,"300,380",1.4,,,,33.92,"70,560",0.4,20.25,25.20,32.76,41.07,49.71,"42,120","52,420","68,130","85,430","103,390",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,"287,150",1.4,,,,33.97,"70,650",0.4,20.17,25.08,32.82,41.26,49.81,"41,950","52,160","68,270","85,820","103,610",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1032,"Insurance Appraisers, Auto Damage",detailed,"13,220",6.6,,,,32.95,"68,540",0.9,22.31,26.77,31.52,38.48,45.98,"46,410","55,680","65,550","80,030","95,630",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1040,Compliance Officers,broad,"327,360",0.6,,,,36.35,"75,620",0.3,19.31,25.32,34.18,45.83,55.39,"40,160","52,670","71,100","95,330","115,220",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1041,Compliance Officers,detailed,"327,360",0.6,,,,36.35,"75,620",0.3,19.31,25.32,34.18,45.83,55.39,"40,160","52,670","71,100","95,330","115,220",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1050,Cost Estimators,broad,"199,360",1.0,,,,35.08,"72,960",0.4,19.41,24.99,32.03,42.53,54.98,"40,380","51,980","66,610","88,460","114,360",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1051,Cost Estimators,detailed,"199,360",1.0,,,,35.08,"72,960",0.4,19.41,24.99,32.03,42.53,54.98,"40,380","51,980","66,610","88,460","114,360",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1070,Human Resources Workers,broad,"718,120",0.5,,,,33.63,"69,950",0.3,17.66,23.13,30.81,41.04,53.58,"36,730","48,110","64,070","85,370","111,450",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1071,Human Resources Specialists,detailed,"647,810",0.5,,,,33.38,"69,430",0.2,18.13,23.17,30.52,40.36,52.57,"37,710","48,190","63,490","83,940","109,350",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1074,Farm Labor Contractors,detailed,**,**,,,,24.18,"50,300",4.7,17.52,20.80,22.97,25.14,34.43,"36,440","43,260","47,780","52,280","71,620",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1075,Labor Relations Specialists,detailed,"70,050",2.0,,,,36.00,"74,870",1.5,9.39,22.33,35.21,48.05,61.83,"19,520","46,440","73,240","99,940","128,600",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1081,Logisticians,detailed,"184,230",1.0,,,,38.38,"79,830",0.5,21.25,27.79,36.67,47.31,58.93,"44,190","57,810","76,270","98,400","122,580",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1110,Management Analysts,broad,"734,000",0.9,,,,46.91,"97,580",0.4,24.51,31.77,42.14,56.11,75.41,"50,990","66,080","87,660","116,710","156,840",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1111,Management Analysts,detailed,"734,000",0.9,,,,46.91,"97,580",0.4,24.51,31.77,42.14,56.11,75.41,"50,990","66,080","87,660","116,710","156,840",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1120,"Meeting, Convention, and Event Planners",broad,"109,800",1.7,,,,26.87,"55,890",0.8,14.06,18.49,24.79,32.33,42.48,"29,240","38,460","51,560","67,250","88,360",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1121,"Meeting, Convention, and Event Planners",detailed,"109,800",1.7,,,,26.87,"55,890",0.8,14.06,18.49,24.79,32.33,42.48,"29,240","38,460","51,560","67,250","88,360",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1130,Fundraisers,broad,"82,140",1.8,,,,31.03,"64,550",0.7,16.50,21.72,28.66,37.98,49.67,"34,320","45,170","59,610","78,990","103,320",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1131,Fundraisers,detailed,"82,140",1.8,,,,31.03,"64,550",0.7,16.50,21.72,28.66,37.98,49.67,"34,320","45,170","59,610","78,990","103,320",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1140,"Compensation, Benefits, and Job Analysis Specialists",broad,"87,870",1.9,,,,34.91,"72,610",0.6,19.95,25.01,32.30,41.63,53.81,"41,490","52,010","67,190","86,590","111,930",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,"87,870",1.9,,,,34.91,"72,610",0.6,19.95,25.01,32.30,41.63,53.81,"41,490","52,010","67,190","86,590","111,930",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1150,Training and Development Specialists,broad,"318,040",0.7,,,,32.43,"67,440",0.3,16.30,22.06,30.14,40.15,51.47,"33,900","45,870","62,700","83,510","107,060",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1151,Training and Development Specialists,detailed,"318,040",0.7,,,,32.43,"67,440",0.3,16.30,22.06,30.14,40.15,51.47,"33,900","45,870","62,700","83,510","107,060",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1160,Market Research Analysts and Marketing Specialists,broad,"690,160",0.7,,,,35.56,"73,970",0.5,17.01,23.10,31.64,44.73,61.26,"35,380","48,040","65,810","93,030","127,410",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1161,Market Research Analysts and Marketing Specialists,detailed,"690,160",0.7,,,,35.56,"73,970",0.5,17.01,23.10,31.64,44.73,61.26,"35,380","48,040","65,810","93,030","127,410",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1198,"Project Management Specialists and Business Operations Specialists, All Other",detailed,"1,444,420",0.5,,,,40.53,"84,290",0.3,20.28,27.30,37.22,50.20,65.01,"42,180","56,790","77,420","104,410","135,220",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2000,Financial Specialists,minor,"2,755,470",0.4,,,,41.11,"85,510",0.3,20.14,26.52,35.50,48.69,67.50,"41,890","55,150","73,840","101,270","140,390",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2010,Accountants and Auditors,broad,"1,274,620",0.5,,,,39.26,"81,660",0.3,21.74,27.46,35.37,46.89,61.87,"45,220","57,110","73,560","97,530","128,680",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2011,Accountants and Auditors,detailed,"1,274,620",0.5,,,,39.26,"81,660",0.3,21.74,27.46,35.37,46.89,61.87,"45,220","57,110","73,560","97,530","128,680",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2020,Property Appraisers and Assessors,broad,"55,990",3.2,,,,31.55,"65,630",1.4,15.86,20.87,28.20,38.84,51.48,"32,990","43,400","58,650","80,790","107,090",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2020,Property Appraisers and Assessors,detailed,"55,990",3.2,,,,31.55,"65,630",1.4,15.86,20.87,28.20,38.84,51.48,"32,990","43,400","58,650","80,790","107,090",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2030,Budget Analysts,broad,"49,260",1.1,,,,39.75,"82,690",0.4,24.63,30.07,37.97,48.11,58.35,"51,220","62,540","78,970","100,060","121,360",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2031,Budget Analysts,detailed,"49,260",1.1,,,,39.75,"82,690",0.4,24.63,30.07,37.97,48.11,58.35,"51,220","62,540","78,970","100,060","121,360",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2040,Credit Analysts,broad,"72,090",2.4,,,,41.43,"86,170",1.2,21.28,26.98,36.05,49.92,70.52,"44,250","56,120","74,970","103,840","146,690",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2041,Credit Analysts,detailed,"72,090",2.4,,,,41.43,"86,170",1.2,21.28,26.98,36.05,49.92,70.52,"44,250","56,120","74,970","103,840","146,690",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2052,Personal Financial Advisors,detailed,"218,050",1.7,,,,58.89,"122,490",1.2,21.20,28.58,42.95,75.49,#,"44,100","59,450","89,330","157,020",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2053,Insurance Underwriters,detailed,"101,790",2.3,,,,38.65,"80,390",0.9,20.78,26.37,34.51,47.03,62.28,"43,210","54,850","71,790","97,820","129,550",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2060,Financial Examiners,broad,"68,210",2.2,,,,44.58,"92,730",1.4,21.10,28.39,39.15,54.41,76.50,"43,890","59,050","81,430","113,170","159,120",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2061,Financial Examiners,detailed,"68,210",2.2,,,,44.58,"92,730",1.4,21.10,28.39,39.15,54.41,76.50,"43,890","59,050","81,430","113,170","159,120",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2070,Credit Counselors and Loan Officers,broad,"339,470",1.1,,,,35.81,"74,490",0.6,16.06,21.24,29.63,43.20,62.63,"33,400","44,170","61,640","89,860","130,270",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2071,Credit Counselors,detailed,"30,770",3.6,,,,24.01,"49,940",0.9,15.46,18.10,22.20,27.51,35.77,"32,160","37,640","46,170","57,220","74,410",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2072,Loan Officers,detailed,"308,700",1.2,,,,36.99,"76,930",0.7,16.18,21.89,30.75,44.95,64.35,"33,650","45,540","63,960","93,490","133,850",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2080,"Tax Examiners, Collectors and Preparers, and Revenue Agents",broad,"115,750",1.6,,,,27.40,"57,000",1.3,12.30,16.79,24.32,34.41,47.96,"25,590","34,910","50,580","71,570","99,750",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2081,"Tax Examiners and Collectors, and Revenue Agents",detailed,"53,150",0.6,,,,29.83,"62,040",0.4,15.95,20.21,26.75,37.28,50.69,"33,180","42,040","55,640","77,540","105,430",,
